Tournament,Date,Prize,Teams,Location,Winner,Runner-up,Tier,Year
EliminationMode,"Sep17-20,2015","$10,000",8teams,World,4C&L,DC,3,2015
LegendsoftheWestSpring2015,"Sep12-13,2015",$800,15teams,"Joondalup,Australia",TBD,TBD,3,2015
AlienwareSummer'sEndCup,"Sep11-13,2015","$10,000",8teams,Europe,5Jungz,GB,3,2015
UpriseChampionsCupSeason3,"Aug20-Sep13,2015","$3,000",9teams,Russia,aSpera,WP,3,2015
BTSSoutheastAsia#1,"Sep01-10,2015","$10,000",16teams,SoutheastAsia,Fnatic,FD,3,2015
HitboxEUChampionship#3,"Aug24-Sep01,2015","$2,500",8teams,Europe,mYi,YeS,3,2015
SouthEastAsiaDota2Championship,"Aug29-30,2015","$10,000",8teams,"Jakarta,Indonesia",RR.Q,who2bet,3,2015
KODLeagueSeasonI,"Jun27-Aug30,2015",$500,16teams,Americas,DileCom,kawaii,3,2015
OnArtChallengeSeriesSeason2,"Jul20-Aug23,2015",$578,24teams,Brazil,paiN,INTZ,3,2015
AsiaArenaCup,"Aug11-18,2015","$4,000",8teams,"",Mski,123,3,2015
NXTGAMEDota2Invitational,"Jul23-Aug15,2015","$2,000",8teams,SoutheastAsia,Mski,MSI,3,2015
HitboxChallengerbyRazer,"Jul19-25,2015","$5,000",8teams,Europe&CIS,BU,LC,3,2015
HuomaoTVMid-summerLeagueSeason1,"Jul14-23,2015","$24,193",12teams,China,TongFu,NB.Y,3,2015
SEADragonBattleSeason2,"Jul08-23,2015","$2,000",8teams,SoutheastAsia,123,Sig,3,2015
DouyuTVDota2Tournament,"Jul10-22,2015","$25,809",8teams,China,TongFu,NB.Y,3,2015
BTSAmericas#1,"Jul01-19,2015","$10,000",16teams,Americas,ROOT,SumsRift,3,2015
BalticInvitational2015,"Jun22-Jul12,2015",$580,40teams,Europe,OL,hehe,3,2015
ElectronicSportsChinaCup2015,"Jul03-06,2015","$63,847",8teams,"Anshan,China",TongFu,EP,3,2015
GameShowInvitational,"May05-Jul06,2015","$15,000",16teams,Europe,4C&L,BU,3,2015
MineskiPro-GamingLeagueSeason7Leg2,"May05-Jun27,2015","$2,756",12teams,SoutheastAsia,Mski,TNC,3,2015
ProDotaCup,"Jun22-26,2015","$1,680",8teams,"",PR,BU,3,2015
AwqaLeague,"Jun20-21,2015","$10,000",10teams,"Lima,Peru",NoT,UNK,3,2015
MountainTrailChallenge,"May02-Jun18,2015","$5,685",16teams,Europe,Vega,PR,3,2015
SudamericanMaster2,"Apr19-Jun14,2015","$1,500",16teams,SouthAmerica,uG,paiN,3,2015
EsportSM2015,"May17-Jun13,2015","$18,257",4teams,"Stockholm,Sweden",NiP,Taco,3,2015
RazerThinkFastCup2,"Mar15-Jun13,2015","$10,000",20teams,"Niš,Serbia",LC,LD,3,2015
BrasilMegaArena,"Jun04-07,2015","$4,458",5teams,"RiodeJaneiro,Brazil",Dynasty,Ode,3,2015
FirstGameTVDota2Cup,"Jun02-07,2015","$10,000",8teams,Europe,Duza,4ASC,3,2015
StarLadderProSeriesSeason12,"Feb14-May28,2015","$1,500",12teams,Europe,4ASC,aTTaX,3,2015
EsportalDota2LeagueOpenTournament4,"May20-26,2015","$4,827",157teams,"",Vega,AllStars,3,2015
AOC&RapooMastersChampionship,"May11-24,2015","$3,000",8teams,SoutheastAsia,GGuard,XctN,3,2015
UpriseChampionsCupSeason2,"Feb22-May24,2015","$2,000",12teams,"Moscow,Russia",YeS,aSpera,3,2015
YardG2AFestEp.1,"Apr07-May20,2015","$10,000",16teams,Europe,Vega,4ASC,3,2015
Dota2CanadaCup-Season5,"Apr06-May20,2015","$11,898",16teams,NorthAmerica,NAR,Boreal,3,2015
X5MegaArena2015,"May01-03,2015","$4,645",4teams,"",paiN,INTZ,3,2015
EsportalDota2LeagueInvitationalTournament4,"Apr28-May03,2015","$6,650",8teams,"",4ASC,PR,3,2015
insideDOTAAsiaChallenge,"Apr27-May03,2015","$5,000","",SoutheastAsia,csW,TBD,3,2015
MineskiPro-GamingLeagueSeason7Leg1,"Mar01-Apr25,2015","$2,814",12teams,SoutheastAsia,XctN,Mski,3,2015
PrettyPudge'sPokaljakt,"Apr24,2015","$6,380",4teams,Europe,FAB5,fiske,3,2015
G-GuardChallenge,"Apr15-24,2015","$3,500",8teams,SoutheastAsia,GGuard,5eva,3,2015
HitboxEUChampionship#2,"Apr20-23,2015","$2,681",8teams,"",Vega,4ASC,3,2015
JapanDotaCupSeason4,"Apr11-19,2015","",16teams,Japan,TBD,TBD,3,2015
RomanianDota2ProLeagueSeason1,"Mar18-Apr19,2015","$1,613",10teams,"",XPC,XPC,3,2015
EsportalDota2LeagueOpenTournament3,"Apr06-15,2015","$4,258",104teams,"",4C&L,4ASC,3,2015
SouthAmericaChallengeTour,"Feb28-Apr11,2015","$1,000",8teams,Americas,uG,paiN,3,2015
insideDOTAChallenge,"Apr02-05,2015","$4,000",8teams,Europe,SFZ,PR,3,2015
GESTSEACup,"Mar19-Apr03,2015","$3,000",16teams,SoutheastAsia,MY,csW,3,2015
HitboxEUChampionship,"Mar13-16,2015","$2,620",8teams,"",BU,M5,3,2015
HitboxObuttoChampionship#2,"Jan19-Mar13,2015","$5,000",8teams,SoutheastAsia,GGuard,Sig,3,2015
ColiseumLeagueSeason2,"Feb27-Mar08,2015",$366,32teams,Brazil,sX,nG,3,2015
CEVOSeason6,"Dec08,2014-Mar07,2015","$3,889",16teams,Americas,BS,EHUG,3,2015
EsportalDota2LeagueInvitationalTournament3,"Mar02-05,2015","$6,650",8teams,Europe&CIS,NiP,PR,3,2015
ThePrimeMajor,"Feb28-Mar04,2015","$1,500",8teams,SoutheastAsia,Sig,ThePrime,3,2015
IronTrophyEurope,"Feb21-Mar02,2015","$3,000",8teams,Europe,Hao,M5,3,2015
LegendsoftheWestAutumn2015,"Mar01,2015","$1,140",12teams,"Joondalup,Australia",TBD,TBD,3,2015
Dota2CanadaCup-Season4,"Jan30-Mar01,2015","$7,000",16teams,NorthAmerica,SumsRift,Wheel,3,2015
joinDOTAMastersXVI,"Feb25-28,2015","$15,000",8teams,Europe,HR,Vega,3,2015
EsportalDota2LeagueInvitationalTournament2,"Feb15-18,2015","$5,702",8teams,Europe,ASUS,PR,3,2015
BridonOpenCup,"Jan12-28,2015","$7,377",16teams,Europe,BU,BBC,3,2015
HarmonyLeagueSeason1,"Jan24-25,2015","",14teams,Japan,DTN,TBD,3,2015
joinDOTAMastersXV,"Jan22-25,2015","$15,000",8teams,Europe,Empire,[A],3,2015
DotaRegionsSeason2,"Jan01,1970-Jan25,2015","$3,000",24teams,"",uG,EHUG,3,2015
AlienwareArea51Dota2Cup,"Jan20-23,2015","$10,000",8teams,Europe,NiP,VP,3,2015
EsportalDota2LeagueOpenTournament2,"Jan17-22,2015","$3,194",245teams,Europe,mYi,M5,3,2015
DeadlyGamingCupSeason1,"Nov15,2014-Jan15,2015","$10,000",16teams,Europe,LC,GOOMBA,3,2015
MCSOPEN,"Jan10-13,2015","$14,255",32teams,"Moscow,Russia",M5,USH,3,2015
StarLadderProSeriesSeason11,"Jan06-13,2015","$1,500",12teams,Europe,LC,SFZ,3,2015
Dota2SecondaryProLeague,"Nov21-Dec30,2014","$8,044",10teams,China,Wings,EP,3,2014
iCGFall2014,"Dec17-27,2014",$850,16teams,"Teheran,Iran",Sc,FelMysT,3,2014
BalticDotaLeagueSeason2,"Dec08-21,2014","",46teams,Europe,STG,M5,3,2014
TrilogyCup,"Dec02-21,2014","$12,500",16teams,"",M5,PR,3,2014
RocketzLeagueSeason2,"Sep18-Dec21,2014","$1,504",8teams,Brazil,paiN,Isurus,3,2014
joinDOTAMastersXIV,"Dec15-18,2014","$15,000",8teams,Europe,HR,4ASC,3,2014
ColiseumLeagueSeason1,"Nov15-Dec14,2014",$453,32teams,Brazil,reD,Mega,3,2014
GGLeagueSeason2,"Nov20-Dec08,2014","$1,500",16teams,"",Vega,Hao,3,2014
YardRedFestival,"Oct06-Dec07,2014","$5,000",16teams,"",VP.Polar,HR,3,2014
BattleofAmerica,"Nov10-Dec05,2014","$5,000",16teams,"",Wheel,coL,3,2014
EsportalDota2LeagueOpenTournament1,"Nov28-Dec01,2014","$5,597",256teams,"",HR,Vega,3,2014
OK.-Dota2CupQualifier#2,"Nov21-23,2014","$1,204",32teams,Singapore,TBD,TBD,3,2014
ArabianDotaLeague,"Oct30-Nov22,2014","$2,724",22teams,"",Sc,SP,3,2014
LegendsoftheWestSpringSkirmish2014,"Nov15,2014","$1,225",13teams,Australia,TBD,TBD,3,2014
CrashGameLeagueSeason2,"Oct01-31,2014",$400,16teams,Iran,{{Abbr|TBD|ToBeDecided}},FelMysT,3,2014
WDDota2ProSeries,"Mar22-Oct29,2014","$3,000",8teams,"",Titan,TBD,3,2014
OK.-Dota2CupQualifier#1,"Oct24-26,2014","$1,176",32teams,Singapore,TBD,TBD,3,2014
CEVOSeason5,"Sep22-Oct24,2014","$7,237",32teams,NorthAmerica,Nyx,LvT,3,2014
StarLadderProSeriesSeason10,"Oct14-22,2014","$1,500",8teams,Europe,BUHLO,M5,3,2014
Dota2ThailandChampionship,"Oct17-19,2014","$14,500",8teams,"Bangkok,Thailand",MY,Mski,3,2014
GoldenEsportsLeagueSeason2,"Aug17-Oct18,2014","$4,192",8teams,Sweden,4FC,aShock,3,2014
SteelSeriesUUU9League,"Oct06-13,2014","$2,800",12teams,China,iG,Lv,3,2014
Dota2CanadaCup-Season3,"Aug18-Oct06,2014","$4,000",16teams,Americas,Nyx,Na`Vi.US,3,2014
GigabyteGESTJakarta2014,"Oct04-05,2014",$500,8teams,Indonesia,ThePrime,o2F,3,2014
UFESDota2CupSeason5,"Sep01-Oct02,2014",$402,"",Brazil,THD,nG,3,2014
X5MegaArena2014,"Sep25-29,2014","$2,890",6teams,Brazil,paiN,KStars,3,2014
SEADragonBattleSeason1,"Aug22-Sep15,2014","$3,000",8teams,SoutheastAsia,Titan,FD,3,2014
LegendsoftheWestInaugural,"Sep13,2014",$800,16teams,Australia,TBD,TBD,3,2014
BountyHunterAmericaShowdown#2,"Aug22-24,2014","$1,000",5teams,"",Na`Vi.US,uG,3,2014
LANation,"Aug15-17,2014","$3,000",15teams,Canada,Birdgang,JoY,3,2014
StarLadderSEAPreseason,"Aug09-14,2014","$5,000",8teams,SoutheastAsia,FD,Arrow,3,2014
BalticDotaLeagueSeason1,"Jul01-Aug07,2014",$669,12teams,Europe,KORS,kanyay,3,2014
AssemblySummer2014,"Aug01-02,2014","$6,694",8teams,"Helsinki,Finland",vVv,FIN,3,2014
UKDota2Challenge,"May07-Jul27,2014","$5,098","",UnitedKingdom,BRONZE,Infused,3,2014
BountyHunterAsiaShowdown,"Jul16-17,2014",$800,4teams,"",Scythe,arcanys,3,2014
VECL2014,"Jun25-Jul13,2014","$1,650",8teams,SoutheastAsia,MiTH,MiTH,3,2014
GGLeagueSeason1,"Jun25-Jul05,2014","$1,000",16teams,Europe,OsG,USH,3,2014
DefenseoftheAustraliansAutumn2014,"Apr13-Jul05,2014","",16teams,"Melbourne,Australia",iM,x5,3,2014
DatbetChampionship,"May21-Jul04,2014","$3,000",16teams,SoutheastAsia,Titan,Invasion,3,2014
BoraDotaSTARS,"Jun16-Jul03,2014",$674,16teams,"",RvG,CNB,3,2014
AMDD2MLeague,"Mar21-Jul01,2014","$1,000",8teams,SoutheastAsia,Orange,Invasion,3,2014
JapanDotaCupSeason1,"Jun28-29,2014","",14teams,Japan,TBD,TBD,3,2014
GoodPlaySEAInvitational,"May28-Jun27,2014","$6,331",8teams,SoutheastAsia,Arrow,MiTH,3,2014
BountyHunterAsiaSpecial,"Jun19-24,2014","$2,500",8teams,"",Arrow,Invasion,3,2014
ESAUMSIMasters,"Jun01-15,2014","$3,000",8teams,Australia,iM,PS,3,2014
KoreaDotaLeagueSeason2Tier2,"Apr27-Jun15,2014","$35,422",6teams,"Seoul,Korea",MVP.H,MS,3,2014
GESTSEAJune,"Jun02-13,2014","$2,000",16teams,SoutheastAsia,Titan,PKF,3,2014
GoldenEsportsLeague,"Mar13-May30,2014","$4,517",8teams,Sweden,CST,4FC,3,2014
Dota2BalkanChampionship,"Apr24-May22,2014","$1,000",16teams,Bulgaria,TCN,mYi,3,2014
DotaPitLeagueSeason1,"Mar29-May15,2014","$3,000",32teams,Europe,TCN,Rx,3,2014
CorsairAsiaCup,"Apr28-May11,2014","$3,000",20teams,SoutheastAsia,Titan,Invasion,3,2014
UFESDota2CupSeason4,"Mar24-May10,2014",$338,"",Brazil,Axis,Insight,3,2014
ZotacStarleague,"Mar10-Apr27,2014","$4,526",32teams,Brazil,CNB,Axis,3,2014
TheInaugural,"Apr08-23,2014","$3,000",21teams,SoutheastAsia,Titan,Scythe,3,2014
ASUSROGDota2Cup,"Apr18-20,2014","$6,716",18teams,"Coventry,UnitedKingdom",THEROCK,Infused,3,2014
joinDOTALeagueSeason1Asia,"Jan26-Apr13,2014","","","",Titan,Arrow,3,2014
joinDOTALeagueSeason1America,"Jan26-Apr13,2014","","","",EG,Liquid,3,2014
StarLadderProSeriesSeason9,"Apr12,2014","$1,500",6teams,Europe,KPG,Duza,3,2014
ESPLSeasonOne,"Apr05-06,2014","$8,667",8teams,Europe,PR,TCN,3,2014
KoreanDotaLeagueTier2,"Feb16-Mar30,2014","$32,684",6teams,"Seoul,Korea",EOT,MS,3,2014
ESPLSeasonOne-WeeklyLeague,"Jan18-Mar30,2014",$800,"",Europe,TBD,TBD,3,2014
AsianCyberGamesInvitational:BestoftheBest,"Mar01-29,2014","$7,200",18teams,SoutheastAsia,Scythe,RR.Q,3,2014
NetolicProLeague#5West,"Feb10-Mar27,2014","$4,500",8teams,"",RoX,EG,3,2014
AOCProCup2014,"Feb22-Mar03,2014","$2,000",16teams,SoutheastAsia,Orange,Arrow,3,2014
YardWhiteFestival,"Feb11-Mar01,2014","$1,500",16teams,"",PR,Rx,3,2014
DefenseoftheAustraliansSummer2014,"Jan11-Feb22,2014","$2,160",32teams,"Melbourne,Australia",Sick,4NOT,3,2014
TheDota2Challenge,"Feb15-16,2014","$4,998",12teams,"Kettering,UnitedKingdom",THEROCK,SLJ,3,2014
TorenhireDotaLeague,"Sep09,2013-Feb15,2014",$250,6teams,"",TBD,TBD,3,2014
AssemblyWinter2014,"Jan31-Feb01,2014","$6,779",7teams,"Helsinki,Finland",Sirkus,tRICK,3,2014
CISCarnage2014,"Jan20-29,2014","$4,000","",Russia,Empire,Rx,3,2014
FomosDota2LeagueSeason3,"Jan10-26,2014","$2,330",6teams,SouthKorea,Zephyr,bG,3,2014
PolishDOTA2OnlineChampionships,"Dec01,2013-Jan12,2014",$325,8teams,Poland,SMD,GB,3,2014
UFESDota2CupSeason3,"Jan03-10,2014",$167,"",Brazil,Thunder,voiD,3,2014
Dota2CanadaCup-Season2,"Dec08-31,2013","$1,000",16teams,NorthAmerica,SwaG,PBS,3,2013
FomosDota2LeagueSeason2,"Dec13-29,2013","$2,362",8teams,SouthKorea,MVP.P,5inQ,3,2013
DotaLeagueCodeA,"Oct21-Dec29,2013","$2,642",8teams,China,DT,NE,3,2013
StarLadderProSeriesSeason8,"Dec13,2013","$1,500",6teams,Europe,Cleave,ZR,3,2013
StarLadderProSeriesSeason7,"Dec13,2013","$1,500",6teams,Europe,OsG,Life,3,2013
Fan4Fan#4,"Dec07-08,2013",$653,8teams,Poland,TBD,TBD,3,2013
ArenaLAN*FestDota2Open,"Dec07-08,2013","$1,125",6teams,"",LMH,TD,3,2013
NetolicProLeague#4West:FifthCup,"Dec01-04,2013","$1,000",8teams,World,SSD,EG,3,2013
NetolicProLeague#4West:FourthCup,"Nov26-Dec03,2013","$1,000",8teams,World,SSD,Empire,3,2013
TheTteSportsDota2Cup,"Nov29-Dec01,2013","$4,085",11teams,"Telford,UnitedKingdom",Infused,[R],3,2013
NetolicProLeague#4West:ThirdCup,"Nov15-20,2013","$1,000",8teams,World,RoX,SPG.int,3,2013
OceanicCup#3,"Oct20-Nov17,2013",$186,8teams,Australia,Hans,Azure,3,2013
NetolicProLeague#4West:SecondCup,"Oct26-Nov11,2013","$1,000",8teams,World,VP,mouz,3,2013
NorwegianChampionshipSpillExpo2013,"Aug01-Nov06,2013",$835,8teams,Norway,BX3,GL,3,2013
DefenseoftheAustraliansSpring2013,"Oct19-Nov02,2013","$1,100",32teams,Australia,HD,NOX,3,2013
FomosDota2LeagueSeason1,"Oct10-27,2013","$1,884",8teams,SouthKorea,FXO,ST,3,2013
NetolicProLeague#4West:FirstCup,"Oct09-20,2013","$1,000",8teams,World,Fnatic,SPG.int,3,2013
E-SportsPrimeDota2Cup,"Oct15-17,2013","$2,000",8teams,"",SPG.int,EG,3,2013
Fan4Fan#3,"Oct05-06,2013",$324,16teams,Poland,TBD,TBD,3,2013
GigaconDota2Championship,"Oct03-04,2013","$5,044",10teams,Norway,DCo,TB,3,2013
GigabyteDota2SummerCup,"Sep28-29,2013","$1,500",16teams,"",ii,1st.VN,3,2013
NetolicProLeague#3East,"Sep11-29,2013","$1,000",10teams,SoutheastAsia,Imp,Mski,3,2013
NetolicProLeague#3West,"Aug24-Sep15,2013","$1,000",16teams,"",Life,RvG,3,2013
FomosDotanismLeague,"Aug30-Sep01,2013","$2,698",8teams,SouthKorea,FXO,bG,3,2013
AssemblySummer2013,"Aug01-03,2013","$7,266",6teams,"Helsinki,Finland",Menace,4FC,3,2013
SKTrophy#2,"Jul06-08,2013","$1,000",8teams,Europe,OsG,TCM,3,2013
CGAMESDota2FemaleCup,"Jul04,2013","",5teams,"Kiev,Ukraine",Na`ViLadies,VPLadies,3,2013
DotaCinemaRoshPit,"Jun25-28,2013","$1,000",8teams,World,EG,mouz,3,2013
StarLadderProSeriesSeason6,"Jun09,2013","$1,500",6teams,Europe,cD,NEXT,3,2013
NetolicProLeague2(West),"Apr01-May05,2013","$1,000",16teams,"",Artyk,DuSt,3,2013
atoDShowdown3,"Apr19-May02,2013","$1,500",12teams,World,4FC,PBS,3,2013
D2RTeamLeagueSeason1,"Apr25-26,2013","$1,831",8teams,CIS,iCCup,RoX,3,2013
joinDOTAOpenVI,"Apr17-18,2013","$1,000",344teams,"",KP,4FC,3,2013
GameComDota2EUTournament,"Mar18-Apr18,2013","$4,562",232teams,Europe,RoX,Aurochs,3,2013
joinDOTAMastersXIII,"Apr15-16,2013","$1,500","","",Na`Vi,KP,3,2013
GatorLANSpring2013,"Apr14,2013",$125,8teams,UnitedStates,TBD,TBD,3,2013
NetolicProLeague2(East),"Apr01-13,2013","$1,000",16teams,"",MUFC,VG,3,2013
SKTrophy#1,"Mar23-26,2013","$1,000",8teams,Europe,QPAD,aL,3,2013
Sino-NetDota2Tournament,"Mar23-24,2013","$1,122",19teams,"",Orange,MAS,3,2013
AlienwareArenaNAWinterSeasonInvitational,"Mar11-21,2013","$1,750",32teams,"",E+4,MYi,3,2013
StarLadderProSeriesSeason5,"Mar17,2013","$1,500",6teams,Europe,iCCup,Vivacity,3,2013
SteelSeriesDotaTalkChampionship,"Mar14-15,2013","",17teams,SoutheastAsia,Zenith,MiTH,3,2013
DotaHutInvitational,"Jan17-Mar03,2013","$2,000",8teams,World,Fnc.EU,mouz,3,2013
BeyondTheSummitWeekendCup,"Feb09-10,2013",$500,4teams,World,Liquid,Fnc.EU,3,2013
SEALeague,"Feb04-08,2013","$1,500",16teams,SoutheastAsia,Orange,Zenith,3,2013
DotaBroBrotournament1,"Jan08-09,2013","$2,000","","",eL'Pride,XX5,3,2013
StarLadderProSeriesSeason4,"Dec13,2012","$1,500",6teams,Europe,fota,4FC,3,2012
GESTTheChallenge#1,"Dec05-06,2012","$1,500",4teams,China&SoutheastAsia,LGD.int,LGD,3,2012
elbsterCup,"Dec05,2012",$523,64teams,"",OoT,DTS2010,3,2012
GigabyteE-SportsTournamentDota2,"Nov04-15,2012","$1,500",16teams,SoutheastAsia,Orange,MUFC,3,2012
atoDShowdown2,"Nov12-13,2012","$1,483",8teams,World,Empire,mTw,3,2012
AVerMediaDota2Cup,"Nov10-11,2012","$2,000",8teams,"",EG,nth,3,2012
joinDOTAMastersSpecialEditionII,"Nov07-09,2012","$1,000",8teams,"",Empire,Na`Vi,3,2012
StarLadderProSeriesSeason3,"Oct12-14,2012","$1,500",6teams,Europe,GU,GL,3,2012
Dota2LostWorldCup#1,"Sep13-25,2012","$1,500",8teams,"",Empire,VP,3,2012
DreamHackValencia2012,"Sep21-23,2012","$5,189",4teams,"Valencia,Spain",Fnc.EU,ASES,3,2012
ASUSOpen2012SummerCup,"Aug18-24,2012","$1,417","","",VP,XX5,3,2012
BeyondTheSummitWorldTour,"Jul16-Aug21,2012","$1,000",16teams,World,CLG,iG,3,2012
joinDOTASpecialMasters,"Aug13-14,2012","$1,232",8teams,World,Na`Vi,EG,3,2012
ThePremierLeagueMasters,"Jul28-29,2012",$500,4teams,Europe,mTw,Na`Vi,3,2012
StarLadderProSeriesSeason2,"Jul09,2012","$1,500",6teams,Europe,Fnatic,Wolves,3,2012
TheArena#3,"Jul08,2012","$1,000",4teams,World,PotM,Quantic,3,2012
TheArena#2,"May27,2012","$1,000",4teams,World,mTw,coL,3,2012
ASUSOpen2012SpringCup,"Apr25-May13,2012","$2,983",512teams,"",DTS,mouz,3,2012
StarLadderProSeriesSeason1,"Apr21,2012","$1,500",6teams,Europe,yB,zNation,3,2012
TheArena#1,"Apr15-17,2012","$1,000",4teams,World,mouz,CLG,3,2012
RazerInvitationalShowcase,"Apr13-15,2012","$2,000",4teams,"KualaLumpur,Malaysia",Orange,MUFC,3,2012
TeamDignitasInvitational,"Mar10-11,2012","$1,327",16teams,World,EG,NEXT,3,2012
D2EChallenge,"Jan17-Feb02,2012","$2,627",16teams,Europe,DD,Infused,3,2012
InfusedCup,"Jan28-29,2012","",32teams,World,FIRE,aL,3,2012
BenQDota2Clash#2,"Dec20-21,2011",$500,8teams,Europe,N9,M5,3,2011
